x,cos_series,sin_series,tan_series,combined_series,cos_series_correlated,combined_series_correlated,cos_series_correlated_disturbed,combined_series_correlated_disturbed,low_freq_disturbance
0.0,1.0789928421995112,0.1360740432408967,0.5843339204144664,1.388842330790063,1.2764484088373238,1.1567948370960877,1.2764484088373238,1.1567948370960877,0.0
0.012578949563923095,0.9343457792570121,-0.2283567894534078,0.025620348687865745,0.6673391641511942,1.0805817918892586,0.5044725465480654,1.0818396855187402,0.5057304401775469,0.0012578936294815033
0.02515789912784619,0.858914169392071,-0.01744316985617309,-0.41564327704747084,1.1948900009019996,1.0391808270751652,1.0511019093574872,1.0416966063726736,1.0536176886549955,0.002515779297508248
0.037736848691769284,1.072950586816976,0.2528597583536524,-0.30114120927327376,0.9353851642648097,1.3493280572734456,0.9863504946520472,1.3531017063161215,0.990124143694723,0.0037736490426758668
0.05031579825569238,0.9865973673942352,0.21272351086954727,0.41389292640617414,0.6869712209501184,1.2088881017800448,0.6186715964181754,1.2139195966837255,0.6237030913218562,0.005031494903680767
0.06289474781961547,0.882496681738869,0.15954901804373972,0.1484168593176346,1.3746150713120937,1.078665673240813,1.0446244826518278,1.0849549821601836,1.0509137915711984,0.006289308919370529
0.07547369738353857,1.0059604891811043,0.024698331597800917,0.926414231474733,0.5747758385389108,1.229124434121817,0.4801117390582555,1.2366715172506113,0.48765882218704976,0.007547083128794285
0.08805264694746166,0.931918174345401,0.3313760528170136,-0.23471322376959838,1.3532269004259507,1.1397285500147472,0.9538520890654635,1.1485333595860003,0.9626568986367166,0.008804809571253108
0.10063159651138476,0.8826956580662488,-0.030147140213082596,0.39324332083995567,1.364291621618118,1.1166963279395927,0.996828513312823,1.1267588082259432,1.0068909935991734,0.010062480286350399
0.11321054607530785,0.7963540760618426,0.14622703534268286,-0.47150110027748154,1.3944844452393212,0.9252988502094621,1.0170601803216759,0.9366189375235043,1.028380267635718,0.01132008731404227
0.12578949563923095,1.0121788768933622,-0.036252212945022094,-0.20064926882947648,1.0155640907133603,1.209111421360444,0.849602939673496,1.2216890440551318,0.8621805623681839,0.012577622694687924
0.13836844520315406,1.003391677382437,-0.039710082745433556,0.9800092072392548,0.968945438157043,1.2280036443018927,0.6966345619492693,1.2418387227709926,0.7104696404183694,0.013835078469100025
0.15094739476707714,0.9175380022221331,0.21015947143775837,-0.31357393189636995,1.01612814571037,1.100182055182719,0.8035501487441612,1.1152745018613142,0.8186425954227563,0.015092446678595085
0.16352634433100022,1.1596353155963155,-0.12693417509033386,1.0808274513796232,0.9225388453544616,1.3908022890619876,0.5273999867673795,1.4071520084270315,0.5437497061324233,0.01634971936504383
0.17610529389492333,0.8316569443907591,-0.18112965929048933,1.0557140892151964,0.9675835319677514,0.9130133699089179,0.6669004501656999,0.9306202584798395,0.6845073387366215,0.017606888570921582
0.18868424345884643,1.059052121488342,0.309799303658208,0.11952646700358786,1.207599645195993,1.2319845443687818,0.9944290059803103,1.2508484907081403,1.0132929523196688,0.01886394633935859
0.20126319302276952,0.9670800308875199,0.02062640307248967,-0.1922094677075335,0.5302392724642389,1.1689015500887276,0.6794037483095701,1.1890224348029181,0.6995246330237604,0.020120884714190424
0.2138421425866926,0.8868369820704052,0.2049393569230472,0.1688318868441574,1.1940942312481384,1.0788192741596125,0.9570318517568597,1.1001969698996208,0.978409547496868,0.021377695740008324
0.2264210921506157,1.0877035290007633,0.23913882737799216,0.586078620954019,0.983689914577754,1.3859545072961896,0.6584594853203464,1.408588878758399,0.681093856782556,0.022634371462209542
0.2390000417145388,0.9244583709220152,0.11672600165098611,-0.18718442930974824,1.8737437082438513,1.1058232102960612,1.4744959815065108,1.1297141142231089,1.4983868854335585,0.023890903927047694
0.2515789912784619,1.0459773906814256,0.1378016062852766,-0.3075513715489751,1.0828340348207954,1.319755232427664,1.0462499721159781,1.3449025176093472,1.0713972572976613,0.02514728518168309
0.264157940842385,0.9482506855914481,0.1351178270181926,0.1218422554251351,0.8484491132838204,1.173129883379588,0.6797752638948054,1.199533390653821,0.7061787711690385,0.026403507274233098
0.2767368904063081,0.8610519188139352,0.38940073687580223,0.29917083746648176,1.2586152000023298,1.0200213541006244,1.0305927555888956,1.047680916354447,1.0582523178427181,0.027659562253822444
0.2893158399702312,1.0737649718308029,0.34104863232405846,1.0669226839777821,0.9874614205279668,1.366528988105516,0.8462180571865558,1.3954444302761495,0.8751334993571894,0.028915442170633535
0.3018947895341543,1.0046256502503133,0.01594905570832439,0.46754772779072623,0.8669587912895329,1.2531053006806228,0.6069676509429399,1.2832764397565795,0.6371387900188967,0.030171139075956796
0.31447373909807735,1.0322264759903514,0.37167424022412393,0.9033766096987222,1.213970333577773,1.2201333804261898,0.9721577036343838,1.2515600254484307,1.0035843486566247,0.03142664502224097
0.32705268866200043,1.0138813942647065,0.20271454319257554,0.6589337058241773,1.35116761043234,1.1642370674589126,1.1191486389311651,1.196919019522056,1.1518305909943085,0.03268195206314341
0.33963163822592357,1.017317795764177,0.5904190347912114,0.2830697553732482,1.0934417410459973,1.2203519003648389,0.8145242368012101,1.2542889526184193,0.8484612890547905,0.033937052253580395
0.35221058778984665,0.8723306291177427,0.06348897398419417,0.7402725905278984,1.302311029684205,1.0757011007683808,1.1304675595689628,1.1108930384181581,1.1656594972187402,0.03519193764977736
0.36478953735376973,1.069401857192137,0.4093177877900641,0.07842957507217874,0.9765854128525815,1.2656790193517766,0.7490780900534083,1.302125619661096,0.7855246903627275,0.03644660030931927
0.37736848691769287,1.0697693413437657,0.48736109132790717,0.18600880002456496,1.1494819621550312,1.2636340964019368,0.8379005367944157,1.3013351286931376,0.8756015690856165,0.037701032291200795
0.38994743648161595,0.8931292459817189,0.4238278367823688,1.1251672007978397,1.3741757565316688,1.1027829757599976,1.1292415940038043,1.1417382014158743,1.168196819659681,0.03895522565587662
0.40252638604553903,0.9960111322583748,0.4882588607346918,0.14279179801342373,1.4762409930693312,1.3094280800611242,1.2130801509094042,1.349637252526436,1.253289323374716,0.04020917246531169
0.4151053356094621,0.7941529890157101,0.3942138805061842,-0.4220104535675241,1.2011509247483279,0.9180460649585485,1.0609883088764154,0.9595089297415799,1.102451173659447,0.04146286478303145
0.4276842851733852,0.857035217522232,0.0033397815672007725,1.8681349311059599,1.112953202822966,1.0145997226388455,0.8265807199011482,1.0573160173130176,0.8692970145753203,0.04271629467417205
0.44026323473730833,0.9103767230219908,0.47821164205935235,0.7707624871310718,1.5343600640510553,1.0524085743269032,1.1358822759194263,1.0963780285324338,1.179851730124957,0.043969454205530625
0.4528421843012314,0.8183039218904107,0.7762648060307553,0.8421875407056187,1.8193672229846154,0.9271436634159288,1.4202815554691854,0.9723659988615442,1.4655038909148008,0.04522233544561542
0.4654211338651545,1.0259424939905912,0.4079415671896037,0.8028885558785617,0.8183654810155351,1.2364307519075053,0.6326482073082371,1.2829056823722014,0.6791231377729332,0.0464749304646961
0.4780000834290776,0.9034407309211777,0.7827757980889207,0.7460102234469357,0.9214892202033732,1.1496854604714637,0.7730789636298098,1.1974126918063175,0.8208061949646636,0.04772723133485383
0.4905790329930007,1.00241138736988,1.0286405434291939,0.38556982734122036,1.5145001435349617,1.2352756992159697,1.0739903939052495,1.2842549293460013,1.122969624035281,0.04897923013003152
0.5031579825569238,0.7384310701619351,0.3924978086920549,0.7581394905881216,1.1860900995879151,1.0231173536847762,1.0125635784313365,1.07334827261086,1.0627944973574204,0.05023091892608397
0.5157369321208469,0.9589085041400836,0.20118903203898025,0.9955046068469524,1.2789628087479616,1.2165342166039024,0.6844066646932987,1.2680165064047304,0.7358889544941267,0.05148228980082804
0.52831588168477,0.9339266439841695,0.427164841770578,1.0907891924975923,1.5651666638783255,1.1772464264322466,1.1434864588291513,1.2299797612663395,1.1962197936632442,0.05273333483409274
0.5408948312486931,0.8536651180080677,0.46610841581432516,1.193220700396163,1.1541140384557789,0.991296255931319,0.7866556069716901,1.0452803020390884,0.8406396530794595,0.05398404610776943
0.5534737808126162,1.0339147090891574,0.6355242227630293,-0.033678568023919,1.6376963688979207,1.2242939460735134,1.2762947902952861,1.2795283617793753,1.331529206001148,0.05523441570586189
0.5660527303765392,0.7657879985923006,0.6670817277100216,0.7112345086777203,1.3619798783263315,0.8435310637034912,1.1076519841052384,0.9000154994180276,1.1641364198197748,0.056484435714536416
0.5786316799404624,0.8890251046901845,0.9814663981247859,0.25399121817158504,1.7033472820734334,1.0514599425455633,1.4337980700772905,1.1091940407677352,1.4915321682994624,0.057734098222171945
0.5912106295043854,0.8265712236945586,0.7448899890328169,0.6078258481685177,1.4192010782069653,0.9479355267724033,1.0780765712960514,1.0069189220918133,1.1370599666154615,0.05898339531941008
0.6037895790683085,0.8172781534916351,0.5842841159238917,0.5165611081345358,1.7629332623972653,0.9581222425994292,1.3198699380572556,1.0183545616986345,1.3801022571564607,0.06023231909920523
0.6163685286322317,0.8370206297282331,0.786777982023142,1.1070723531424056,1.402238104076559,0.978459962662557,1.2129173995394784,1.0399408243194315,1.274398261196353,0.06148086165687453
0.6289474781961547,0.838782298344513,0.31314695099977813,0.38901950916023675,1.8613976906248464,1.0147532875054541,1.5905128235518309,1.0774823025956022,1.653241838641979,0.06272901509014801
0.6415264277600778,0.6454666816027071,0.31480213393004713,0.7736745890621906,1.5773162229934183,0.7838583146627573,1.3099867835630528,0.8478350861619759,1.3739635550622713,0.06397677149921852
0.6541053773240009,0.6662221555621796,0.28147599482489427,1.0228924279463867,1.350874252236562,0.8352356405625986,1.1066095195497898,0.9004597635493903,1.1718336425365816,0.06522412298679174
0.666684326887924,0.8732254972843398,0.46401374063435785,-0.37629977007636295,1.3750398622408817,1.0176677121034792,1.0669383348203973,1.0841387737616153,1.1334093964785334,0.06647106165813618
0.6792632764518471,0.9480013510103996,0.3335899290862247,1.0453330058789474,1.4647749481038501,1.1145754412361888,1.172291352074883,1.182293020857322,1.2400089316960161,0.06771757962113319
0.6918422260157702,0.6743694988391382,0.7009432841259965,1.0463783355809393,1.5858464132535541,0.855101792388963,1.1593197233768624,0.9240654613752898,1.2282833923631893,0.06896366898632678
0.7044211755796933,0.6987599925055844,0.6841073940849439,1.6881004429957165,1.8866180180103522,0.9050816299486301,1.3192567666942407,0.9752909518156038,1.3894660885612145,0.07020932186697373
